228	-9.45
227	-9.49
226	-8.67
225	-8.7
224	-8.46
223	-8.49
222	-8.53
221	-7.95
220	-7.51
219	-7.54
218	-7.31
217	-4.76
216	-4.79
215	-4.79
214	-4.8
213	-4.82
212	-3.22
211	-3.3
210	-3.32
209	-3.31
208	-3.26
207	-3.27
206	-3.26
205	-2.81
204	-2.75
203	-2.8
202	-2.88
201	-2.87
200	-2.79
199	-2.82
198	-2.09
197	-2.1
196	-2.01
195	-2.02
194	-2.04
193	-2.49
192	-2.36
191	-2.35
190	-2.36
189	-2.37
188	-2.4
187	-2.42
186	-2.4
185	-2.41
184	-2.38
183	-2.39
182	-2.39
181	-2.4
180	-2.41
179	-2.46
178	-2.48
177	-2.46
176	-2.51
175	-2.26
174	-2.27
173	-2.11
172	-2.13
171	-2.14
170	-2.13
169	-2.01
168	-2.02
167	-2.02
166	-2.05
165	-2.05
164	-2.06
163	-2.08
162	-2.25
161	-2.32
160	-2.28
159	-2.29
158	-2.31
157	-2.29
156	-2.31
155	-2.52
154	-2.54
153	-2.53
152	-2.54
151	-2.56
150	-2.56
149	-2.47
148	-2.33
147	-2.31
146	-2.28
145	-2.29
144	-2.3
143	-2.24
142	-2.26
141	-2.27
140	-2.1
139	-2.12
138	-2.14
137	-2.16
136	-2.18
135	-2.2
134	-2.59
133	-2.58
132	-2.58
131	-2.6
130	-2.62
129	-2.64
128	-2.55
127	-2.56
126	-2.58
125	-2.6
124	-2.75
123	-2.78
122	-2.68
121	-2.65
120	-2.61
119	-2.63
118	-2.65
117	-2.64
116	-2.66
115	-2.69
114	-2.71
113	-2.73
112	-2.89
111	-2.91
110	-3.07
109	-3.13
108	-3.16
107	-3.19
106	-3.22
105	-3.28
104	-3.31
103	-3.35
102	-3.38
101	-3.42
100	-3.44
99	-4.75
98	-4.75
97	-4.28
96	-4.32
95	-3.71
94	-3.69
93	-3.57
92	-3.61
91	-3.65
90	-3.69
89	-3.81
88	-3.85
87	-3.9
86	-3.95
85	-3.96
84	-4.01
83	-4.03
82	-4.16
81	-4.21
80	-4.26
79	-4.25
78	-4.31
77	-4.38
76	-3.47
75	-4.35
74	-5.06
73	-5.01
72	-4.85
71	-4.64
70	-4.27
69	-4.39
68	-4.46
67	-4.56
66	-4.66
65	-4.74
64	-4.82
63	-4.91
62	-4.99
61	-5.07
60	-5.27
59	-5.36
58	-5.45
57	-5.39
56	-3.53
55	-3.6
54	-4.14
53	-5.62
52	-5.73
51	-5.33
50	-5.44
49	-5.54
48	-5.49
47	-5.42
46	-5.65
45	-5.77
44	1.86
43	1.9
42	-0.61
41	-0.49
40	-0.4
39	-0.41
38	-0.42
37	0.21
36	0.22
35	0.08
34	0.12
33	0.12
32	0.12
31	0.13
30	0.15
29	0.16
28	0.17
27	0.17
26	0.17
25	0.18
24	0.19
23	0.2
22	0.2
21	-0.16
20	-0.16
19	-0.2
18	0.22
17	0.16
16	0.17
15	0.18
14	0.33
13	0.36
12	0.39
11	0.6
10	0.65
9	0.73
8	0.24
7	0.27
6	0.31
5	0.01
4	0.01
3	0.01
